path	inventory_origin	head_presence	surface_kind	disposition	implementation	rationale_and_owner	verification
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-202.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-203.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-204.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-205.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-206.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-207.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-208.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-209.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-21.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-210.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-211.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-212.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-213.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-214.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-215.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-216.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-217.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-218.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-219.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-22.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-220.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-221.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-222.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-223.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-224.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-225.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-226.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-227.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-228.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-229.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-23.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-230.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-231.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-232.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-233.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-234.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-235.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-236.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-237.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-238.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-239.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-24.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-240.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-241.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-242.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-243.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-244.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-245.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-246.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-247.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-248.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-249.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-25.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-250.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-251.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-252.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-253.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-254.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-255.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-256.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-257.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-258.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-259.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-26.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-260.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-261.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-262.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-27.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-28.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-29.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-3.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-30.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-31.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-32.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-33.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-34.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-35.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-36.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-37.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-38.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-39.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-4.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-40.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-41.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-42.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-43.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-44.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-45.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-46.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-47.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-48.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-49.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-5.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-50.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-51.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-52.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-53.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-54.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-55.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-56.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-57.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-58.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-59.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-6.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-60.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-61.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-62.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-63.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-64.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-65.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-66.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-67.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-68.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-69.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-7.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-70.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-71.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-72.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-73.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-74.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-75.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-76.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-77.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-78.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-79.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-8.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-80.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-81.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-82.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-83.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-84.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-85.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-86.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-87.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
